nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis
10_43979_45837,1487.729324190293,604.2656150558622,442591.9080822833,21.45745129652867,0.4165184194402597,15.218065480688391,10378.073565384522,10380.865997445117,221.4246236378471,306.07465508229325,604.2656150558622,1359.4286885505635,442570.4506309868,107762378.8569122,1053.3540334682702,526.6770167341351,6.975780739572946,0.2553837290423073,0.1828880430348165
10_45977_47214,977.0809472241864,421.203476208137,224470.18502389023,13.79042824025056,0.4223464471792451,12.610888583088029,6441.877669336089,6444.480974218813,142.02894602528448,201.88995177216083,421.203476208137,926.36423823596,224456.39459565,41531335.02706826,724.4742864637992,362.2371432318996,6.592982585155282,0.2588736543362546,0.1984997545200266
10_48854_52312,2917.514607934605,1134.807184832227,1890683.0253066327,9.320492779970593,0.3951993922718498,20.810491426946022,32273.962207212327,32278.628434693837,376.1283578344745,557.9513673544034,1134.807184832227,2757.9556891912043,1890673.704813853,1041909853.6250252,2200.004321836801,1100.0021609184005,11.062142454895888,0.1657101236894916,0.1987943324280932
10_53137_53354,189.32848280780257,70.43027673724015,5516.705030913235,4.957910886290764,0.383812649787272,5.099763922384937,450.2190616674162,451.2552403950876,20.249153694941658,33.08130235258114,70.43027673724015,171.210279942619,5511.747120026944,203631.29198402827,138.12897759003786,69.06448879501893,2.377978500596012,0.7922690276387789,0.1787915345581006
10_53386_66290,9621.985139246675,4605.278986019883,1919386.951142941,12.494481611073711,0.4470664425702338,39.44709975996185,30174.34973858905,30175.518901839536,1511.5975026898348,2217.1229187891613,4605.278986019883,10506.900685753671,1919374.4566613296,910561940.9952753,8289.777766964511,4144.888883482256,3.1359796655174907,0.498771923506714,0.1945654304219863
10_67608_70297,1989.041874439706,957.6217397354142,410117.5384119584,13.598778895933178,0.4508033129866856,18.111513029120488,8236.162840139536,8237.694152384829,328.4115214987695,465.2299974013704,957.6217397354142,2158.4053940965846,410103.93963306246,67859604.94823521,1693.1753966952142,846.5876983476071,4.140768953122007,0.3756919896037962,0.2010745133729744
10_68423_71493,2273.541874707911,1089.0322980331284,383616.2626063396,20.206393367712074,0.4502519518353627,19.334150167729664,7502.605069119478,7503.826892280274,354.9566270678175,521.6218957656278,1089.0322980331284,2531.3072661269985,383596.0562129719,56307418.02930863,2009.6853703613704,1004.8426851806852,3.2999634414401804,0.4736393155826071,0.1979494590586437
10_71203_71667,344.0047864011964,194.5262964800781,6516.287363860526,5.456873524748168,0.4505751260659231,7.320354864152773,503.3277800625536,503.8698672202722,59.433217742315065,83.23628054314952,194.5262964800781,439.374115465603,6510.8304903357775,253884.8430925748,356.13783492245346,178.06891746122673,1.4631417932526858,0.8909412266249707,0.2323626839999816
10_71679_75246,2644.581873289146,1253.2469299372756,480056.95101738354,14.935203877619138,0.4497245274747812,20.72580767120721,8676.270713113026,8677.486813856698,416.6249213368444,646.010670551697,1253.2469299372756,2935.690731825988,480042.0158135059,75298777.40465686,2289.680061274292,1144.8400306371457,3.2807722085465576,0.4810828255678055,0.2033789572846324
10_72424_75337,2164.711043830353,1036.4691095002586,335718.1317412599,12.982377455968477,0.4487126982151878,18.768147997387004,6764.705208235664,6765.866232050656,340.98429265415643,499.6002443741895,1036.4691095002586,2398.752864376352,335705.1493638039,45776945.87000334,1899.1526200021624,949.5763100010812,3.1249922374239105,0.5003508207378441,0.1959248114678916
10_76226_79032,2100.2237786277083,988.419938651482,493217.1246373018,7.2347662612877315,0.4455080816569145,18.60459797463559,9623.742570291648,9625.457268313326,306.07749818342444,479.6340666368793,988.419938651482,2246.463232632575,493209.8898710405,92649427.62412584,1766.8291659956958,883.4145829978479,4.582246267385767,0.3465815399328163,0.1958187158807895
10_79838_79941,90.81450539965368,39.1036769895828,1361.0427751988125,2.344827924888131,0.3817305012465427,3.531249351192417,213.07004611175415,214.10186835040375,10.996363575753977,16.435149652083787,39.1036769895828,78.82707377507597,1358.6979472739245,45839.61003113363,62.39192412299219,31.195962061496093,2.346211601044151,0.7280820934766515,0.2163782725174261
10_81669_94346,10332.276136468963,4305.44010197292,12738391.144314244,41.41598658597128,0.4090095874503242,39.16554312507171,114000.26695061216,114004.76320441306,1367.1488114106992,2025.333375416934,4305.44010197292,10179.074239666004,12738349.728327658,12997086033.294292,8153.74086424907,4076.870432124535,11.033412719994486,0.1586005768856758,0.1860059160598164
10_8339_16527,5998.660917698871,2902.174449402532,2205418.5827321475,21.739024998710505,0.4550460017856428,31.616126566602844,25648.649706938188,25650.215893225297,963.4227741234728,1451.2189782639605,2902.174449402532,6651.199129066536,2205396.843707149,657933575.3690675,5199.980150802576,2599.990075401288,4.275729210041296,0.3621812263425367,0.2071416406967833
10_89721_89777,58.67536542768588,19.126867817925834,491.8276394777137,0.9177846643856457,0.3238156228173209,2.560590604708445,112.54929783190724,113.54975570993062,5.379513394015093,7.705012105822064,19.126867817925834,39.92840035383721,490.9098548133281,12893.547021784922,32.22338824801515,16.111694124007574,1.9181695250048,1.0541646648607046,0.1015601862298323
10_91110_92753,1359.8609248632763,548.8845569689897,294670.68937345856,3.20289252896582,0.4029823859047183,14.1381325821525,7431.780384346927,7434.041689856233,182.9711493456876,253.76844058936612,548.8845569689897,1348.6285620375843,294667.4864809296,55264975.846520506,1094.8601214482185,547.4300607241091,5.465103267890528,0.3273682721851119,0.1895350810954965
10_94966_104206,7370.837768082342,3167.787007225069,6298453.933093633,18.671325362579758,0.4179081713983699,33.457829455197206,66208.80111338492,66212.38374378787,992.2492200863236,1494.906993258391,3167.787007225069,7492.365876021555,6298435.26176827,4384079761.034625,5997.458882763164,2998.729441381582,8.982534034338181,0.1904452590974755,0.1899235844285067
1_10001837_10019788,13108.819041632783,6265.783890038769,8109170.37284623,27.80924838355505,0.4564865821242319,47.33710029773461,69649.29686638027,69651.2368231209,2081.645799424141,3085.823099268492,6265.783890038769,14171.6425305806,8109142.563597847,4851294790.990472,11085.81943131211,5542.909715656055,5.31316334790941,0.2947496439794133,0.1975707560045559
1_100022838_100038435,10951.50155320968,5701.891406243322,1613978.463203242,1.6607141799691572,0.4747598590085125,43.85830271548824,23006.07016929509,23006.80767334789,1905.0228560985297,2821.0946170803777,5701.891406243322,12260.408289219136,1613976.802489062,529313199.3184194,9439.313672138756,4719.656836069378,2.1007229061253647,0.6845510912992935,0.20163136032268
1_100038436_100054182,11123.03269035002,5639.8254288623175,7248463.645663255,20.079080783362272,0.471903674665441,44.58096539776554,60887.8677005123,60889.80110902912,1928.0848684006453,2852.8466984623474,5639.8254288623175,11910.570039392838,7248443.566582471,3707567879.097124,9057.72334093049,4528.861670465245,5.47403477051152,0.2701625529961644,0.1960675222525323
1_100040304_100040484,133.8447852337418,69.30662947017197,4153.13989230616,2.5730291356120865,0.4507708927768036,4.734573676920067,326.82991627411093,327.7365197251984,24.463905363055694,33.16017808989291,69.30662947017197,123.650876448018,4150.566863170548,107411.22636158536,90.49069835812509,45.24534917906254,2.441857676437276,0.5924013000337637,0.1539859624271506
1_100050927_100051070,92.75117443424897,56.73925718191828,495.4703948329127,2.6364654160619554,0.5175136626871185,4.243480836916457,105.05864357236808,105.42534152349072,19.708531138095505,27.22262467405532,56.73925718191828,101.48687520534048,492.8339294168507,11114.50263534466,74.26425053128514,37.13212526564257,1.1326934048349313,1.028337584451804,0.1657248761714939
1_100052746_100053686,638.5380796630803,351.97182745254486,21208.533150466046,5.947553912171427,0.4912262504879434,10.972572630983898,1274.896848480255,1275.5748048421722,124.71992772776603,171.83351247578176,351.97182745254486,665.2903187815804,21202.58559655388,1627091.0827481458,493.4568063057986,246.7284031528993,1.996587030726412,0.6743280898814782,0.1981466163661478
1_100054490_100057260,1881.534316402559,1023.7945576477608,101329.53086237288,34.43370650384696,0.4909114112958043,18.57619034528268,3219.049100181554,3219.6301035434158,346.8486932412452,503.9421915811848,1023.7945576477608,2151.7595842442206,101295.09715586904,10366018.003642982,1647.817392663036,823.908696331518,1.7108638796109157,0.7993724842902412,0.2005401768894767
1_100057807_100060274,1761.7166420797575,883.2403959582418,98997.88353810034,29.13364145857648,0.4669687775075365,17.412222351760118,3821.741023466567,3822.5155175516215,323.1513087409571,453.1850029886788,883.2403959582418,1841.4444510786277,98968.74989664176,14611624.881922942,1388.2594480899484,694.1297240449742,2.169327877243012,0.6895885205675297,0.1906729841637536
1_100061314_100065425,2837.2004185858523,1565.2548599094766,113086.60686778477,17.717727298144453,0.4831053378139036,22.68496564050138,5071.266601508039,5071.883356341758,517.7791196697777,739.5626509677052,1565.2548599094766,3088.903843505114,113068.88914048662,25724000.780336536,2349.3411925374085,1174.6705962687042,1.7874192349216251,0.7524425308056994,0.2063650716831013
1_100065496_100066141,477.2370389212745,212.13474986189163,25062.848127516307,12.592880956433897,0.4512083425462183,9.258465837322635,1553.672904997247,1554.8768361387708,79.45392159156972,102.51501151470248,212.13474986189163,435.3472921580883,25050.25524655987,2417641.9755609143,332.83228064338584,166.41614032169292,3.255558094378216,0.5118882260352978,0.2139821080553786
1_100066834_100066913,60.68824793916163,20.899146827507884,472.69072602567394,0.6998070278575814,0.4394041280183158,3.113770690886378,88.9399794695075,89.50112055326481,7.912321129664653,9.731938335352652,20.899146827507884,82.21105176904204,471.9909189978164,8010.450580290041,72.47911343368939,36.239556716844696,1.4655222796787195,1.3421107588166865,0.2916830217058228
1_100067053_100067355,210.1814309655835,124.42705536201848,1552.661118293001,4.199656610326587,0.4805372174696936,5.982689057621657,258.6055531892172,259.0333542313456,42.43443598992797,62.79262040251089,124.42705536201848,254.06896948920743,1548.4614616826743,67098.27860434174,191.2763490866965,95.63817454334828,1.2303920094233394,0.9948089808514672,0.1968189749831754
1_100067382_100074201,4843.567946037458,2460.236007376241,333600.57666261785,32.78675396015251,0.4693509740465511,29.286245256437933,11560.090044266211,11560.937651412143,840.5560709549029,1207.8761085963338,2460.236007376241,5053.827667769321,333567.7899086577,133655279.37983891,3845.9515591729873,1922.9757795864937,2.3866889394467083,0.6185069310537108,0.2011404251480258
1_100074222_100081231,5131.663527555938,2502.398865379861,1254480.5884640145,6.032576081579983,0.455342922254989,29.62375326037516,18914.55846364358,18915.907720588883,843.3559929037467,1226.364218508262,2502.398865379861,5312.628200382327,1254474.555887933,357811564.8938341,4086.2639818740654,2043.1319909370327,3.685853205705409,0.41702236939285,0.2054846211951432
1_100082312_100082899,402.6844257350196,219.257545118685,18857.82773446272,9.515028959411708,0.4867335001651512,8.629133624700675,881.3228804058618,882.0732618788815,85.62708700769076,112.64288369447333,219.257545118685,460.6839472311164,18848.312705503304,778053.2393216498,348.04106353664304,174.02053176832152,2.1886192365080515,0.6243802970321066,0.2196152609804155
1_100083517_100084195,484.4752520636465,247.96290466757077,40772.11350588338,1.448476068888513,0.4671721256540045,9.315844672444276,1622.3465154227874,1623.5424953238255,83.35239128981368,119.26097263389036,247.96290466757077,494.53692918906086,40770.665029814496,2635890.2341223136,375.2759565551705,187.6379782775853,3.348667467558604,0.4373523383833447,0.1810144970550263
1_100084740_100085146,333.66612869043377,123.30605652716216,47432.3796671004,5.100325083655341,0.4065940621516739,7.593055501874219,2352.0007849397693,2354.8955562321894,42.57241603201552,69.56389893902873,123.30605652716216,258.54217680057707,47427.279342016736,5545533.080762112,188.97827786154835,94.48913893077416,7.048964766579262,0.2683163290296162,0.1811120721592026
1_100084820_100085142,266.71413294847906,105.31194985454307,28735.5938264836,4.703168812324753,0.4036781458726244,6.721372511974562,1606.3713055630185,1608.8637373265906,35.12119824727205,54.23951440106087,105.31194985454307,189.9043912414089,28730.89065767128,2588442.525284485,135.66487684034803,67.83243842017401,6.022820342532503,0.3014287839959255,0.192446245677212
1_100089283_100089445,118.42891603595514,67.7387776579505,1688.843395530073,2.35980633173036,0.4587843505790231,4.394727864000146,192.3647899863384,192.9575950587308,19.27815619374882,29.800956666988768,67.7387776579505,133.87218733319094,1686.4835891983423,37232.63349084913,104.07123066620215,52.03561533310109,1.6243059248126217,0.7905314436431629,0.2407471905555826
1_100089283_100089446,120.07048452266892,66.48461477185501,1774.7801292783224,0.2672160962277142,0.4552881324997549,4.377884880781625,195.37980656774465,195.97821472721603,17.165439886530088,23.6673594857805,66.48461477185501,138.58522731556548,1774.5129131820947,38407.46064766679,114.91786782978495,57.45893391489248,1.6272092791535089,0.8227954161511662,0.268350448511282
1_100089504_100089662,131.48747736215503,49.31162772535501,2429.700558169585,7.382875065319109,0.4030802100950075,4.37765244407067,263.8781698752828,264.7119102462176,14.56899358644556,20.753299130761125,49.31162772535501,114.0909643584,2422.3176831042656,70072.39542620155,93.33766522763888,46.66883261381944,2.006869210430473,0.934247607624825,0.1813000865517977
1_100089512_100089680,147.01414041349432,46.81595177953074,3343.8206558695206,3.2112261595163143,0.3831830950062987,4.467893272880776,325.3483629141949,326.3152249652276,15.584663047971432,23.42876616465584,46.81595177953074,135.67158528971993,3340.6094297100044,106481.62604410712,112.24281912506407,56.12140956253205,2.213041289763793,0.9239160240716116,0.1845883920486464
1_100091356_100154994,45140.188400040126,23024.02069364604,14587867.48415655,62.63098548651202,0.4699360093938186,88.84700419189485,148200.58053079902,148201.74492941567,7740.750893076756,11413.183312295292,23024.02069364604,49157.398167438965,14587804.853171064,21963757200.123585,37744.21485514367,18872.107427571835,3.283118342737517,0.4476939488465344,0.1976304292286636
1_100091361_100093377,1446.6242341926431,736.5076673507529,121000.5117400951,2.8656555318355528,0.4647601757539757,15.684066498694104,3172.824061298595,3173.6108744691023,241.73764812942065,352.34965010914,736.5076673507529,1673.497928254394,120997.64608456328,10071805.982548542,1321.148278145254,660.574139072627,2.1932606867113207,0.671436442540639,0.1935039926833689
1_100095762_100127180,22425.430193258235,11255.486740696646,11163705.4562531,44.690805863732976,0.4670144523313761,62.401328734937856,96987.3336682355,96988.8771554392,3833.021778305437,5612.570818099349,11255.486740696646,24351.21728186052,11163660.765447237,9406842291.872871,18738.646463761168,9369.323231880584,4.324881745073182,0.3455072852328513,0.1942011283691699
1_100128608_100129931,966.3120429959988,483.55835648756187,81508.63263904968,19.67827198087544,0.4567192725498927,12.859448910522934,2868.226079334647,2869.309860245924,160.1499508012284,228.403344615988,483.55835648756187,1018.5250737422014,81488.95436706881,8232939.07410448,790.1217291262134,395.0608645631067,2.968219324310463,0.5049326724834988,0.2115852978727609
1_100136417_100140773,3062.622407188461,1578.859904053292,418426.907883679,14.300058651752398,0.4742123383948594,23.25326967502701,7760.122333568579,7761.013021931176,540.8767393733505,803.5961218886296,1578.859904053292,3254.706898926289,418412.60782502725,60233323.12658529,2451.11077703766,1225.5553885188297,2.533816220815972,0.5736104816479783,0.1913822172847844
1_100141401_100154357,9068.88670037743,4727.645542619673,1695924.0939950454,30.70042779046002,0.4762436826805049,40.141336786962256,23573.764787183634,23574.67453208652,1621.3442651743885,2374.829352604822,4727.645542619673,9841.331458914428,1695893.393567255,555765279.2938086,7466.502106309605,3733.2510531548014,2.5994111037027885,0.5524668457010264,0.2020984188534815
1_100154987_100162146,4820.143900401927,2658.2019080086648,223055.72541999948,19.40118891882769,0.4951442770137328,29.958025543384096,7433.531030150447,7434.050185860837,899.7435833639515,1311.003611322873,2658.2019080086648,5612.706352341091,223036.32423108065,55265102.16589753,4301.702741018218,2150.851370509109,1.5421803132330971,0.8725094374225703,0.2037095935975867
1_10015764_10018558,2114.4391923065364,955.7880870866112,869317.650919428,22.9391374835098,0.4406211680414218,19.05857598371413,16581.718724139006,16584.685838544818,299.69646329436216,463.2378307340299,955.7880870866112,2110.376748615349,869294.7117819445,275051804.363229,1647.1389178813192,823.5694589406596,7.842135533843768,0.2096256349228516,0.1915630236261609
1_100162191_100164008,1305.1332596542632,653.0145008764075,28585.660789409536,20.02969695756765,0.4643204021637857,14.792481029501252,2096.1172609030777,2096.693988733747,208.38454574155173,315.86949973082096,653.0145008764075,1459.263212581133,28565.631092451968,4396125.68239223,1143.393712850312,571.696856425156,1.6060561213943398,0.9333238711515132,0.1923943763005599
1_100162309_100162635,245.89595797715765,104.935748830348,1574.7176932328734,4.536739082281313,0.4432769082366351,6.097002121582818,328.19640859329513,328.69939189009165,37.412526252928906,51.25454498930549,104.935748830348,315.6380179929795,1570.1809541505922,108043.29022891606,264.383473003674,132.191736501837,1.334696232069755,1.2884986440070023,0.2147835240410037
1_100165225_100165407,136.80699123093308,69.00069196690964,5239.431716077728,7.021740743147737,0.4458836456466666,4.756065172514639,396.15936000375774,397.2462190008199,21.66274690713629,35.07373469583253,69.00069196690964,135.61379843304923,5232.409975334581,157804.55851044736,100.5400637372167,50.27003186860835,2.895753765500422,0.5134774495549993,0.2036589750082571
1_100165277_100165404,94.55920219619026,50.57624632449264,2376.1223320981267,0.8137822249178057,0.4512164408720623,3.981956246223636,220.84111519792955,221.7088635906011,15.570324240601972,28.368855296584908,50.57624632449264,90.11479315174768,2375.308549873209,49154.82019463577,61.745937855162765,30.872968927581383,2.335479890574068,0.59748325168904,0.1920053762552225
1_100166128_100186105,14572.008433387293,7161.902018721514,8047543.992211346,16.56283598152748,0.4569948860361287,49.64309329886948,63394.032361702,63395.61901733207,2403.6569818627413,3492.513221057782,7161.902018721514,15665.009493270314,8047527.429375364,4019004510.5907154,12172.496272212533,6086.2481361062655,4.350397726675342,0.3506689575630664,0.1989079226576298
1_100166315_100166552,159.8101806999164,92.46655601501536,1066.5203971258045,2.9761917022187125,0.4964222741372248,5.397899816527506,178.9880026311667,179.365216964497,31.614335134909503,44.32653780587504,92.46655601501536,191.9526555661624,1063.5442054235857,32171.88105672108,147.62611776028734,73.81305888014367,1.1200037560013865,1.128739753976807,0.1928592149030721
1_100168494_100169098,482.48986586588165,196.3648368131946,23362.398696730463,14.704265175705896,0.4179707822562313,8.541918896410097,1170.4022523656804,1171.3707277091887,57.95585045812604,93.30910743173018,196.3648368131946,495.7998601633437,23347.69443155476,1372109.3817339542,402.4907527316136,201.2453763658068,2.425755099053249,0.7334017731280567,0.1883714255719661
1_100169476_100169651,133.17156982957738,65.29704909438561,1990.4364649655804,1.6873328145397777,0.4405344679930086,4.520391177154748,204.22878641716648,204.8114660218226,21.97881482553767,31.74915328056869,65.29704909438561,165.1517780671304,1988.7491321510408,41947.7366140082,133.40262478656172,66.70131239328086,1.5335764734058672,0.9970365381775568,0.1789831807685291
1_100169944_100171969,1403.4936447272694,734.4329185713261,107929.15832905872,1.189077979154613,0.4811801862234766,15.749158307955698,2893.0632764335246,2893.7775248770527,252.80334822049863,360.9192509521936,734.4329185713261,1701.036376907839,107927.96925107956,8373948.363483562,1340.1171259556454,670.0585629778227,2.061329801743215,0.69379131622113,0.2171899089972968
1_100172837_100173457,443.696419434861,224.21980291633764,51881.551702461504,16.10726150878622,0.4665352050026846,9.030438035717872,2106.883846479084,2108.5822617863187,74.79317858704177,107.7888640704166,224.21980291633764,451.3397202003,51865.44444095272,4446119.154719908,343.55085612988336,171.77542806494168,4.748480614656831,0.3125135971097336,0.2253005838153753
1_100174357_100192422,13244.950795233146,6514.389287991256,3036498.125213972,33.84944936069937,0.4546638257174437,47.41543971801539,45016.9672881286,45018.21324285651,2180.3332093057606,3189.3753606591463,6514.389287991256,13583.839818266124,3036464.275764611,2026639523.579301,10394.464457606977,5197.232228803488,3.398802153672794,0.4485349799885433,0.2002937298984906
1_100192976_100193130,105.4676289340172,62.374996777646885,1195.798956285011,2.14039795170773,0.4898817503424718,4.367553188024039,155.75740090342882,156.26228845412433,20.837457296701142,26.109972245422064,62.374996777646885,120.50540926427506,1193.6585583333033,24417.90279291996,94.395437018853,47.197718509426494,1.4768266100006284,0.8299952086980737,0.2415612399117419
1_100193150_100193436,240.65175901842568,82.65153741653708,21194.99080704435,5.943215308072224,0.3975315495588872,6.127080162593967,1257.4317438590354,1259.6281328584148,33.941499068300985,47.59577637886293,82.65153741653708,208.2746160222569,21189.04759173628,1586663.0330883765,160.678839643394,80.339419821697,5.225109298963234,0.3769593595203556,0.2361166739885438
1_100193878_100194059,136.44389788113318,63.25141110006433,2465.070923017074,0.7008862554087445,0.4446271882346698,4.775319742494524,249.97183237243365,250.66141115116423,24.894533595941347,31.514938543286984,63.25141110006433,129.3966344022842,2464.370036761665,62831.143040293005,97.88169585899722,48.94084792949861,1.8320484554773084,0.8784088121419119,0.1972325199255123
1_100194819_100198012,2217.72213224679,1140.705013095418,381046.3677201882,29.998419756401347,0.4800721655729004,19.878867753414664,7164.589085762809,7165.710919181688,411.8580751701327,579.2709097214813,1140.705013095418,2646.082846392966,381016.3693004318,51347412.97727967,2066.8119366714845,1033.4059683357425,3.2306071989750644,0.4509751108929239,0.2097026454484597
1_100196114_100198012,1289.4760774173667,715.049957212081,114811.16784566847,11.703262154809194,0.490897048100192,15.329452860284846,2951.638772540593,2952.416235683944,245.1647959381119,338.171164072516,715.049957212081,1518.0155923251564,114799.46458351368,8716761.628730148,1179.8444282526405,589.9222141263202,2.2890217385438407,0.5838378248204683,0.1936265487809797
1_10019757_10025299,3980.91045612564,1982.7879403258596,549410.603272573,39.83270533612784,0.4641316821943491,26.23657179208348,9737.901062190673,9738.779577331816,654.1990214479416,988.780883059272,1982.7879403258596,4206.992830040326,549370.7705672368,94843827.65585524,3218.211946981054,1609.105973490527,2.446149233828267,0.6155708000231858,0.1894057836591179
1_100198015_100198295,191.1625683099308,128.98375164590357,2544.7444884180945,5.251377373695231,0.4899843494193143,5.855305086799284,259.3699946248021,259.83274252995926,36.91205665044743,52.24094620581267,128.98375164590357,196.43530080091088,2539.4931110443995,67513.05409064009,144.19435459509822,72.09717729754911,1.356803253471082,0.7191905534868076,0.1871639387172513
1_100199101_100208554,6757.482699580334,3445.347302145429,705667.5975203697,34.85344719663308,0.4663472292025318,34.214496845299216,17852.390661307076,17853.33490750144,1153.4073975234476,1729.1260224152534,3445.347302145429,7300.326042948031,705632.744073173,318741567.31940943,5571.200020532777,2785.6000102663884,2.641869976583999,0.5565868673174786,0.2051985417632935
1_100199115_100208552,6746.906059406222,3441.912252878349,694038.1941657212,20.761500821183283,0.4662878024830349,34.229767107153975,17786.696721699696,17787.63908821188,1187.8735343058847,1748.8021469208325,3441.912252878349,7226.336565990664,694017.4326649,316400104.3324831,5477.534419069832,2738.767209534916,2.636274547931835,0.5574380434275569,0.1982917167432917
