nameseq,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,class
10_28062_32585,0.1375509731406053,0.0114536852917762,486.54347880648993,2.840262658695016e-06,10955.938482961776,10640.926220520114,7.235103028616204,7.235903327609706,0.0024671117064892,0.0044098536700027,0.0114536852917762,0.0296446137722058,486.5434759662273,52.358296966513215,0.025234760102203,0.0126173800511015,52.59943178461153,0.0522856222019605,0.1647053226167373,
10_34225_36084,0.0582392258084722,0.0051610790907139,89.5301165828464,2.3522116362315487e-06,10628.575352901616,6970.419283570579,2.0768641895594118,2.0774236142670817,0.0010877363441895,0.0020258226142198,0.0051610790907139,0.0117831654762594,89.53011423063477,4.315688873114504,0.0097573428620396,0.0048786714310198,35.660916860218336,0.0766706080030467,0.2029474159500391,
10_36224_37462,0.0489796399283626,0.0041711540020561,48.0307312449597,5.36193236164898e-06,8411.658407505418,4765.794444831714,1.3654537795858313,1.3660064830205632,0.0008317983476197,0.0015342455408381,0.0041711540020561,0.011279686558804,48.030725883027344,1.865973711654208,0.0097454410179659,0.0048727205089829,27.877987293964097,0.0984474610482189,0.1977943868831003,
10_3637_7559,0.1152103290295712,0.0085848775631329,371.21099776134935,1.4397236553174289e-06,11341.575687465333,10859.613256799865,5.927969087125903,5.928725350328205,0.001809938529116,0.0032969256901257,0.0085848775631329,0.0230183001664327,371.2109963216257,35.1497842796243,0.019721374476307,0.0098606872381535,51.45345158769887,0.0539605301070155,0.1915020853276766,
10_39105_40963,0.1007595357089775,0.0100087397639317,137.98654062314208,7.006726773810729e-06,6140.030939141617,4603.124027602003,3.201818684849592,3.202681592474705,0.0020325292481134,0.0035472168256449,0.0100087397639317,0.0258747895911734,137.9865336164153,10.257169382776311,0.0223275727655285,0.0111637863827642,31.77683047386565,0.0850305450222353,0.1602977421124679,
10_41103_42339,0.0941109409518007,0.0135696375324385,79.25905135162823,5.235478484563883e-05,4370.728091476623,2760.3632363483366,2.254911190607779,2.255825405602002,0.0026943595556926,0.0053030414263347,0.0135696375324385,0.0342297186024735,79.25899899684339,5.088748260559437,0.0289266771761387,0.0144633385880693,23.960138617279775,0.1071545128981156,0.1796805810645643,
10_43979_45837,0.1365114772220569,0.0126247062351311,181.75572351553208,4.2339159359943375e-05,4531.9754738300135,3894.027198011959,4.21753860410965,4.218675253801249,0.0024132281079181,0.0047384020331302,0.0126247062351311,0.037684284212423,181.75568117637272,17.797220897035032,0.0329458821792928,0.0164729410896464,30.89512098128697,0.0881225633829704,0.1576275725419573,
10_45977_47214,0.1219603665033029,0.0136393113030643,96.835161369634,1.622578650938198e-05,3375.413492673605,2449.517839761732,2.7543352955414595,2.7554510886986483,0.0027927275674064,0.0048733812529348,0.0136393113030643,0.0431921056550595,96.8351451438475,7.592510702210566,0.0383187244021246,0.0191593622010623,22.583855513970324,0.1179824279661032,0.1772583844726764,
10_48854_52312,0.4037322370113156,0.0523179194609446,806.1590313276964,3.826016542466483e-05,2853.3763083370336,3540.518485735593,13.712061404123094,13.714045639920204,0.0102658094147112,0.0196481035757445,0.0523179194609446,0.1663851717197266,806.158993067531,188.0750478138143,0.146737068143982,0.073368534071991,33.963256205718295,0.0768843517820093,0.1551778548796803,
10_53137_53354,0.0503407247160627,0.0091936689602923,7.152514872904272,0.0001049987935256,1423.6320011459666,582.8203860741933,0.4859388206951572,0.4870728684934374,0.0020902295938267,0.0031233589275231,0.0091936689602923,0.0227301967228575,7.152409874110746,0.2372399792224254,0.0196068377953344,0.0098034188976672,9.652996126615225,0.2540261489928365,0.2261037286148086,
10_53386_66290,0.3013230486473006,0.0135140470994444,3360.710152114117,3.908784371264069e-06,14272.611026515297,26727.899169449265,29.58572442620929,29.586871048607776,0.0027269254420694,0.0050191077020504,0.0135140470994444,0.0401571907553005,3360.7101482053326,875.3829384469451,0.0351380830532501,0.017569041526625,98.18606495263312,0.0291839061367947,0.1562344684523222,
10_67608_70297,0.1120424478276846,0.010666391048917,237.9538750097126,9.441133791053148e-06,7993.994098059647,6886.759218285584,4.589327750867297,4.590181976607756,0.0018715059433223,0.003745787998184,0.010666391048917,0.0274572772936981,237.9538655685788,21.069770578374683,0.0237114892955141,0.011855744647757,40.96061662206312,0.0662685663012035,0.1961727837051358,
10_68423_71493,0.1148359904740698,0.0091806982431847,281.6007795488273,4.127060653830896e-07,8905.454313102187,7999.397285181561,5.082901778873755,5.08373035525531,0.0021040748150348,0.0036380863102682,0.0091806982431847,0.0249745454733193,281.6007791361212,25.844314324944275,0.0213364591630511,0.0106682295815255,44.2622714176135,0.0623592370031763,0.1807149782302817,
10_71203_71667,0.0330297408219486,0.0049957017647583,11.489458593354696,2.049265967318673e-05,4662.464680851066,1820.7177495347275,0.5336849299085621,0.5342634503276453,0.0010438928786681,0.0023027810597539,0.0049957017647583,0.0100850678219368,11.489438100695024,0.2854374343560003,0.0077822867621828,0.0038911433810914,16.157708677929527,0.1575875810957981,0.2202210499360936,
10_71679_75246,0.1195390749632649,0.0089294638816056,347.7361869822905,3.531534693081031e-06,9940.961427872144,9595.501591346365,5.822911054563988,5.823727903982968,0.0018285981795774,0.0031899272853791,0.0089294638816056,0.0231651764024039,347.73618345075585,33.915806699629854,0.0199752491170247,0.0099876245585123,48.71136117084228,0.0569867597384801,0.1750197090162289,
10_72424_75337,0.1003902443744749,0.0076349340099294,237.79102035527592,3.749868427608221e-07,9665.613819145645,8427.922757784683,4.406322689302221,4.407079724388866,0.0015732716252049,0.0028956134670324,0.0076349340099294,0.0201589437909217,237.79101998028904,19.42235169711944,0.0172633303238893,0.0086316651619446,43.89194106217919,0.0631515099357605,0.1810732834121868,
10_76226_79032,0.1324709860175296,0.0126608586337238,267.0263695027076,5.581727728625667e-06,7055.633046643011,6022.748710864877,5.041566555188196,5.042465791181291,0.002598923188397,0.0045747638345725,0.0126608586337238,0.0343496766101358,267.02636392097986,25.42646125523356,0.0297749127755632,0.0148874563877816,38.05789257521683,0.0712933922852875,0.1438835303851807,
10_79838_79941,0.0487207136555239,0.0080399649535463,3.651504754435844,2.2724377592158703e-05,691.0134138162304,295.6447433151114,0.3605976078735242,0.3623961108402642,0.0016062052483162,0.0029686356475497,0.0080399649535463,0.0154623968948101,3.651482030058252,0.131330941152149,0.0124937612472603,0.0062468806236301,7.401320317742091,0.3384444140537332,0.1534134309020986,
10_81669_94346,0.807790520873459,0.0901192515754838,6313.007697209479,1.3262438094424766e-05,5230.316388748327,9881.475474313513,56.072422676024566,56.074634736805216,0.0174881754428224,0.0319548014238695,0.0901192515754838,0.2922211791899956,6313.007683947041,3144.364660866122,0.260266377766126,0.130133188883063,69.41455888265908,0.0383970177342544,0.1552350505222584,
10_8339_16527,0.2282301742249836,0.0122258927320728,1561.0704107750366,2.6482165892770177e-06,11955.76647975046,17601.13401300544,17.252535694467966,17.25358957405079,0.0025062098483078,0.0044656273227168,0.0122258927320728,0.0363731278218877,1561.07040812682,297.68635318979415,0.0319075004991708,0.0159537502495854,75.59270264352007,0.0375604407348954,0.1550774136324164,
10_89721_89777,0.125514403292181,0.0114038653579585,3.999999999999999,0.0002919692285641,143.4098360655738,88.53408728256227,0.5405832301832925,0.5456592404206566,0.0052020652427644,0.006876431706144,0.0114038653579585,0.0297363391521814,3.9997080307714343,0.2977440066564479,0.0228599074460373,0.0114299537230186,4.306941801132463,0.6332634730207873,0.0572046528411738,
10_91110_92753,0.1431206948988833,0.0215429997340713,148.28738774568947,1.030666836702068e-06,3821.949022721435,2863.100330349828,3.659160875524566,3.660276303343653,0.0042866703549818,0.0073944856690616,0.0215429997340713,0.057428879758011,148.28738671502265,13.39762261681908,0.0500343940889494,0.0250171970444747,25.566958559765315,0.0996767012716129,0.1777230770246012,
10_94966_104206,0.472724133649616,0.0394118528847894,3059.3903287160565,8.88537539040058e-06,6514.017614374097,10733.203062459192,31.82889135006596,31.83061420542732,0.0071918092895916,0.0132591727881426,0.0394118528847894,0.1274314153292918,3059.390319830681,1013.1880006947516,0.1141722425411492,0.0570861212705746,67.33079418716031,0.0408414112825134,0.1503302442583687,
1_10001837_10019788,0.4976695489300592,0.0302228026831093,7516.008003477055,7.865153434709963e-06,12022.033521767333,26875.36675621416,56.09931583331264,56.10087864071293,0.0062327370219808,0.011330845572025,0.0302228026831093,0.0760900108686362,7516.007995611902,3147.30858426,0.0647591652966111,0.0323795826483055,112.72402732680888,0.0249974570618224,0.1823080680656122,Class I/LTR/Copia
1_100022838_100038435,0.3638230288335081,0.0183179074284848,4981.915670059327,1.2544067055491095e-06,14288.082175557343,30014.40438453148,39.89211269222673,39.893391757032745,0.0037623050599103,0.0067697670701696,0.0183179074284848,0.0470860799051377,4981.91566880492,1591.482705880088,0.0403163128349681,0.020158156417484,109.6470248739589,0.0259829649086758,0.1758979412258693,Class I/LTR/Gypsy
1_100038436_100054182,0.4264662283270128,0.0231328167626388,5740.545428601139,1.7790302057099578e-06,12305.78097728257,26324.80974844313,45.748776715646486,45.75022968046402,0.004958581872661,0.0088676092421785,0.0231328167626388,0.0599692990583588,5740.545426822109,2093.0835158152104,0.0511016898161803,0.0255508449080901,107.27409036611095,0.026448799761662,0.1695180833974696,Class I/LTR/Gypsy
1_100040304_100040484,0.0427345032192905,0.0081223037484017,4.367630349703325,0.0001280825066267,1388.4175283111751,492.310735027644,0.3260540796463065,0.3269738391029088,0.0015526032000801,0.0023785327623648,0.0081223037484017,0.0202956118544866,4.3675022671966985,0.1069118914576948,0.0179170790921218,0.0089585395460609,7.629761786937639,0.3184643434773306,0.1540419944649279,Class I/LTR/Gypsy
1_100050927_100051070,0.0206730043760374,0.0022602055012133,2.456667169659473,0.0001119738135149,2273.496350364964,766.1542976486304,0.2059085332120117,0.2066426123075887,0.0006920247343777,0.0009797447071609,0.0022602055012133,0.004213532002581,2.456555195845958,0.0427011692213044,0.0032337872954201,0.00161689364771,9.960261675883226,0.2682666704618622,0.2303026248723331,Class I/LTR/Unknown
1_100052746_100053686,0.0427393947108806,0.0049021065057004,30.969580971172142,5.592568241145494e-06,7315.655001240994,3588.1238381412863,1.0104596623304505,1.0109987179368547,0.0010436705450282,0.0018731019907507,0.0049021065057004,0.0102059543335022,30.969575378603903,1.022118407669964,0.0083328523427515,0.0041664261713757,23.642348450789054,0.1123368590031045,0.1779839781677497,Class I/LTR/Gypsy
1_100054490_100057260,0.0961606531290717,0.0098959984999581,212.4559003182532,5.927235002090237e-06,9595.054075061416,7645.960964093901,4.03720638364293,4.037935845458197,0.0021796169124361,0.0037287740354046,0.0098959984999581,0.0221848116229352,212.45589439101815,16.304925892036202,0.0184560375875305,0.0092280187937652,41.983974237612415,0.0641022378583035,0.2051297681651071,Class I/LTR/Copia
1_100057807_100060274,0.0911172644199317,0.008806707178445,175.36635805948595,8.379610868671769e-06,9017.68366179054,6870.937889078645,3.531198018987568,3.531914504339161,0.001796402701024,0.0031247999925668,0.008806707178445,0.023563862139431,175.36634967987507,12.474420065961343,0.0204390621468641,0.010219531073432,38.75443409619227,0.0699285824234966,0.2060480969765013,Class I/LTR/Gypsy
1_100061314_100065425,0.1156492988786165,0.0095703116336975,398.550840354774,3.3018985320587774e-08,11843.276871952718,11521.358431529392,6.216544945330682,6.217301538158329,0.0024004410113923,0.0039726431177421,0.0095703116336975,0.0220271631487723,398.550840321755,38.65483841638593,0.0180545200310302,0.0090272600155151,53.7534166277606,0.0511919345123995,0.2268913434115388,Class I/LTR/Gypsy
1_100065496_100066141,0.0661774487300732,0.0102900017979096,26.965649935058487,1.75712236725813e-05,3238.7669432160064,1627.201922165559,1.0633491385959533,1.064176969891907,0.002420634408872,0.0046355870983962,0.0102900017979096,0.0229951263967344,26.96563236383481,1.1324726232483209,0.0183595392983381,0.009179769649169,16.068149482963246,0.157673838921685,0.1787472921891763,Class I/LTR/Copia
1_100066834_100066913,0.0231067633665036,0.001899378856805,1.5869455220104574,6.440744864152859e-05,1110.7858880778588,433.40733956719424,0.1794166387939545,0.1805931539495275,0.0005583770359763,0.0006565864674809,0.001899378856805,0.0028991232382007,1.5868811145618158,0.0326138872534377,0.0022425367707197,0.0011212683853598,7.7646806672215805,0.3546056483766848,0.2626423727371268,Class I/LTR/Copia
1_100067053_100067355,0.0230666666666666,0.0034899248670512,5.289999999999999,5.3855566004537386e-05,4335.260115606935,1394.938682281478,0.3046537589453085,0.3051627881372801,0.0006829086086694,0.0013552263827831,0.0034899248670512,0.007499146995927,5.289946144433995,0.0931243272637185,0.0061439206131438,0.0030719603065719,13.207532902253252,0.1927769596612449,0.2184209279141802,Class I/LTR/Copia
1_100067382_100074201,0.1747855120372828,0.012492821333698,1003.9425250393848,1.8936598673846349e-06,13000.696149510552,16434.305253901137,12.158404600050178,12.15929646908494,0.0028987707657,0.0048991336941016,0.012492821333698,0.0298062947133567,1003.942523145725,147.84849062310147,0.0249071610192551,0.0124535805096275,69.56185589030234,0.0400445690143215,0.2089354711301018,Class I/LTR/Copia
1_100074222_100081231,0.2052221871382313,0.0140081005773209,1187.0370292106718,5.1732337199845e-06,11381.160581304172,15128.444161283442,14.179480231002929,14.180492147523822,0.0028599060312071,0.0051015656318103,0.0140081005773209,0.0357455004592691,1187.037024037438,201.08635754598475,0.0306439348274588,0.0153219674137294,69.09331017631182,0.0404558030574691,0.1759928211407761,Class I/LTR/Gypsy
1_100082312_100082899,0.0364760026298487,0.0054426642967334,15.904416684929505,2.1659379511023428e-05,5345.9805335256,2212.30270207511,0.6567446678012063,0.6573067086980812,0.0009703591908445,0.0019946398442441,0.0054426642967334,0.0114418363732388,15.904395025549992,0.432052109299504,0.0094471965289946,0.0047235982644973,18.004842100317877,0.1417598338651861,0.2280090678704579,Class I/LTR/Gypsy
1_100083517_100084195,0.0539853296453205,0.0071220524210561,26.83730436609363,2.353612224301059e-06,4173.973463045537,2114.09484012811,1.0310980533940852,1.0318615470591552,0.0013084643912817,0.0023845259858461,0.0071220524210561,0.0176585116037663,26.837302012481405,1.064738252299313,0.0152739856179202,0.0076369928089601,19.09959724555394,0.1363496237918506,0.2223355290822889,Class II subclass 1/TIR/hAT
1_100084740_100085146,0.109082442897755,0.0147628145334347,30.85197529653959,2.4042252608014557e-06,1234.540253126639,850.1211759343782,1.5326888476842968,1.5345892685601985,0.0032073692093119,0.0053642876354601,0.0147628145334347,0.0309330984510887,30.85197289231433,2.354964223180124,0.0255688108156285,0.0127844054078142,14.05073820285556,0.1846160005147011,0.1661668128636312,Class II subclass 2/MITE/MITE
1_100084820_100085142,0.08626953125,0.0110559523922848,19.525351562500003,0.0002042635604962,1236.4349860387883,753.3046720543518,1.089325182109936,1.0910312523520458,0.0020056072398199,0.0042131189390527,0.0110559523922848,0.0285418063539892,19.525147298939505,1.1903491936088733,0.0243286874149364,0.0121643437074682,12.626997809379368,0.2071380890471086,0.1832490976208569,Class II subclass 1/TIR/PIF-Harbinger
1_100089283_100089445,0.0397656249999999,0.0064580536914093,4.78515625,7.142858075888637e-05,1341.1918795022932,542.5917117033345,0.376566673667223,0.3777489895235789,0.001257760464178,0.0026616953048038,0.0064580536914093,0.0106994565466627,4.785084821419241,0.1426942990860849,0.0080377612418588,0.0040188806209294,9.469653090256305,0.2653519838934947,0.1810199321467632,Class II subclass 1/TIR/hAT
1_100089283_100089446,0.0393117549477257,0.0045034608633789,4.752941630338335,0.0001432811231102,1365.1557082106638,549.997879164986,0.3728825430907387,0.3740459859899623,0.0016418426912648,0.0021375659362675,0.0045034608633789,0.011997205443116,4.752798349215225,0.139910399635203,0.0098596395068484,0.0049298197534242,9.485268301722313,0.2800476562605654,0.1986850264843738,Class II subclass 2/MITE/MITE
1_100089504_100089662,0.0426528599605522,0.006966522450624,4.260519395134779,0.0001102217552866,1219.1445086705205,446.7663322037984,0.3394220619988183,0.3405152115664148,0.0020111954850946,0.0030375491116503,0.006966522450624,0.0232406260359352,4.260409173379492,0.1159506093081202,0.0202030769242849,0.0101015384621424,7.957779673220854,0.3154155976170972,0.2466241569044052,Class II subclass 1/TIR/PIF-Harbinger
1_100089512_100089680,0.0550152416896502,0.0093939743899074,5.690811438525187,0.0001059011253833,1005.7818821459978,420.8144979941916,0.439690050884871,0.4410204322939692,0.001865066707541,0.0032277961804355,0.0093939743899074,0.0257878991795763,5.690705537399803,0.1944990217007595,0.0225601029991407,0.0112800514995703,7.992149763973284,0.3112733654623101,0.1724299920928084,Class II subclass 1/TIR/PIF-Harbinger
1_100091356_100154994,1.215224195155172,0.037847916325468,71959.01517931132,1.0703741434851187e-06,17455.21532945733,87964.70342585852,285.2528012704176,285.2550425816505,0.0079470261863993,0.0143220925108397,0.037847916325468,0.0945374370023679,71959.01517824094,81370.43931825925,0.0802153444915281,0.040107672245764,234.7326546061681,0.0123824510075211,0.1902151576001026,Class I/LTR/Gypsy
1_100091361_100093377,0.0968542940232671,0.0115981933844736,141.79204456589375,2.7059574635137006e-05,6931.373978855912,4848.27957541138,3.158407196547377,3.1591916016747192,0.0025279340575806,0.0045328342519688,0.0115981933844736,0.0290796798296676,141.7920175063191,9.980491576092076,0.0245468455776988,0.0122734227888494,32.60988300414062,0.0809801542359624,0.171101299644116,Class I/LTR/Gypsy
1_100095762_100127180,0.631081005567031,0.0268256587710354,18136.637159680755,2.2936075856035105e-07,16593.749308919272,53140.83841283957,102.32300207918186,102.32463063540986,0.0058092533928904,0.0105516370208233,0.0268256587710354,0.0620242861766988,18136.637159451395,10470.33003467306,0.0514726491558754,0.0257363245779377,162.1392518179879,0.0177161146912518,0.200107325543844,Class II subclass 2/Helitron/Helitron
1_100128608_100129931,0.0595556207561883,0.0073767956639084,59.4918520539059,8.386985492785039e-07,7393.6486219494045,4194.436250665182,1.6360875535429202,1.6367071663481452,0.0015253522216022,0.0031204844547016,0.0073767956639084,0.0151859612229573,59.49185121520736,2.6788103483753747,0.0120654767682556,0.0060327383841278,27.47158929365901,0.0956773217532658,0.1885862659127678,Class I/LTR/Unknown
1_100136417_100140773,0.1477087790275794,0.012831691211708,496.6121144997529,1.808415572264221e-07,9825.640309858274,9680.548311106686,7.525045239479164,7.525909541467828,0.0025901973896788,0.0047538007831983,0.012831691211708,0.0362675311658781,496.6121143189114,56.6393144263565,0.0315137303826797,0.0157568651913398,50.94514550197537,0.0537712732044146,0.1924605704085044,Class I/LTR/Gypsy
1_100141401_100154357,0.2817822682934827,0.0120948322217682,3266.412800568008,4.524535600436491e-07,15323.888284917572,30422.997313425843,28.69784947309312,28.69895722016369,0.0025868506902202,0.0047235969013537,0.0120948322217682,0.0311218222389328,3266.412800115554,823.6301455247858,0.0263982253375791,0.0131991126687895,101.84405728185725,0.0281924368226167,0.1825376659530212,Class I/LTR/Gypsy
1_100154987_100162146,0.1562572251973931,0.007301755412856,1012.2212970477184,4.356206072363181e-06,15267.560675373285,22592.424540598146,11.96393855843323,11.964774466805144,0.0016935816369585,0.0028597827854386,0.007301755412856,0.017904746072566,1012.2212926915122,143.1558280415123,0.0150449632871274,0.0075224816435637,76.56566628083722,0.0373511120247788,0.2149079338253092,Class I/LTR/Gypsy
1_10015764_10018558,0.1955713109908792,0.020344706045343,408.4973773819592,1.767001783914619e-05,4758.7075116046535,5077.551630139219,7.72931707577657,7.730701637735867,0.0040379445812872,0.007107318178673,0.020344706045343,0.0500403012051469,408.4973597119413,59.76374781169201,0.0429329830264739,0.0214664915132369,39.521732694919855,0.0680111592891009,0.1781683802918239,Class I/LTR/Unknown
1_100162191_100164008,0.0902679689456544,0.0100952409834311,122.92272962532915,4.321609091003397e-06,6702.266674065067,4739.234634924676,2.884391175072216,2.885186101689229,0.0024675845173651,0.0041253694038034,0.0100952409834311,0.023806710359402,122.92272530372006,8.324298841380694,0.0196813409555986,0.0098406704777993,31.953650987857674,0.0833861183480593,0.1889175503188545,Class I/LTR/Gypsy
1_100162309_100162635,0.0254915409236396,0.0035708979927316,6.280902301478431,1.961741469046757e-05,4236.699551569512,1437.5920361943247,0.3481230517292589,0.3486615254489727,0.0007080932423807,0.0012962079648718,0.0035708979927316,0.0082502581086231,6.280882684063741,0.1215648593284046,0.0069540501437512,0.0034770250718756,13.656414603262604,0.1889042637827622,0.2272561394037753,Class II subclass 2/Helitron/Helitron
1_100165225_100165407,0.0412962962962962,0.0067496874489532,5.341234567901234,8.715625361776654e-05,1452.9147982062784,577.5985562934779,0.3964882592455354,0.3975942258547927,0.0017355512112834,0.0025502353851896,0.0067496874489532,0.0155194198424454,5.341147411647616,0.1580811684330719,0.0129691844572557,0.0064845922286278,9.601060986214762,0.2613944401260256,0.2802303851272705,Class II subclass 2/MITE/MITE
1_100165277_100165404,0.0360319999999999,0.0060249700405842,3.5344000000000007,2.852921846965681e-05,1156.3795145056251,451.74085257799777,0.314243949466016,0.3155085177522052,0.000806386637984,0.0016621761973792,0.0060249700405842,0.0114510757775116,3.534371470781531,0.0995456247741935,0.0097888995801323,0.0048944497900661,8.721246377276204,0.2864688088067147,0.2647644335766912,Class II subclass 1/TIR/Harbinger
1_100166128_100186105,0.5154513454709574,0.0268556755400958,8694.481813929491,2.6826366340498945e-06,12917.481721285934,30121.204889228666,61.51602587323425,61.51756575648101,0.0052614878149949,0.0096611258674796,0.0268556755400958,0.0766809882200962,8694.481811246855,3784.4108966029657,0.0670198623526165,0.0335099311763082,119.34400096875936,0.023827726010993,0.1660730802397841,Class II subclass 2/Helitron/Helitron
1_100166315_100166552,0.0271797193300135,0.003511779727491,4.765396106835671,1.100841484015697e-05,2882.050854985565,975.6895952313818,0.3098617538660918,0.3105231457688044,0.0010226402360759,0.0015330490959283,0.003511779727491,0.0089637233794226,4.765385098420831,0.0964246240581541,0.0074306742834942,0.0037153371417471,11.400476587111871,0.2291467660066635,0.2142709280433753,Class II subclass 1/TIR/Tc1-Mariner
1_100168494_100169098,0.0590777143740135,0.0093974049819509,24.3071930773391,4.1412349932881706e-05,3396.6558928849445,1674.4556280232516,0.9895446145253138,0.9903675207918724,0.0017148558549651,0.0030620271533068,0.0093974049819509,0.021318877384039,24.307151664989167,0.9808278262394396,0.0182568502307321,0.009128425115366,16.749879798338714,0.1506156730969455,0.1957799106205952,Class I/LTR/Copia
1_100169476_100169651,0.0352500918841257,0.004805542687551,4.648635103077292,1.5182037688796772e-05,1635.9295418641384,631.0391411083716,0.3519212166752908,0.3529427608173118,0.001711873243794,0.002495600045769,0.004805542687551,0.0108878222837835,4.648619921039604,0.1245685924133462,0.0083922222380145,0.0041961111190072,9.9835545913505,0.2595286764821445,0.2388005577034936,Class I/LTR/Copia
1_100169944_100171969,0.0790076258470009,0.0086801340764866,127.34503310789,5.802272873594854e-06,8535.041093870946,6019.822482595489,2.8303178274456,2.831017621702169,0.00163205083238,0.003189781438694,0.0086801340764866,0.0191018272789884,127.34502730561712,8.014660774388206,0.0159120458402943,0.0079560229201471,35.82334992481027,0.0745437396696743,0.2083013380069648,Class I/LTR/Gypsy
1_100172837_100173457,0.0644735601847488,0.0081997008346537,27.79234612121782,4.3006152230753103e-05,3195.1081871345,1671.5323923378014,1.1166417747749169,1.1175463045099336,0.0021388320035461,0.0037651813035674,0.0081997008346537,0.0259962765207713,27.79230311506559,1.2489097427238094,0.0222310952172038,0.0111155476086019,17.31937512951328,0.151186872875426,0.2246107866424041,Class I/LTR/Gypsy
1_100174357_100192422,0.4214094254600198,0.0202454390072684,6608.619726106475,3.652488696531013e-06,14287.767753242211,32160.355173509808,49.17024736930003,49.17160850225353,0.0039768433961924,0.0072872367309366,0.0202454390072684,0.0562231302021267,6608.6197224539865,2417.8470826988914,0.04893589347119,0.024467946735595,116.68046417240122,0.0244760200272994,0.1801011231183168,Class I/LTR/Copia
1_100192976_100193130,0.0234591412742382,0.0030539705057967,2.792416897506925,1.2134505608547291e-05,2159.783517835178,690.5879454017394,0.2253996216916104,0.2261447464403136,0.0007920227802467,0.0016891872914896,0.0030539705057967,0.0065229149710674,2.792404763001316,0.0511414463425537,0.0048337276795778,0.0024168638397889,9.608178707680752,0.2715865796309049,0.1892519820170874,Class I/LTR/Copia
